GENE_SYMBOLS,refseq_ids
CORT,NM_001302
CRH,NM_000756
BTF3,NM_001037637
C8orf33,NM_023080
TCEAL8,NM_001006684
RPS27A,NM_001135592
SPCS1,NM_014041
RPL9,NM_000661
RPL41,NM_001035267
SMIM26,NM_001348957
SELENOM,NM_080430
TOMM7,NM_019059
ATP5PF,NM_001003696
LSM3,NM_014463
RPL7A,NM_000972
ANTKMT,NM_001271285
NDUFS6,NM_004553
RPL35A,NM_000996
ATOX1,NM_004045
DNPH1,NM_006443
COX7A2,NM_001366292
DCLRE1C,NM_001033855
FAU,NM_001997
RPL21,NM_000982
RPS9,NM_001013
RPL34,NM_000995
RPS12,NM_001016
RPL11,NM_000975
RPL23,NM_000978
HDDC2,NM_016063
PCP4L1,NM_001102566
UQCRQ,NM_014402
ENTPD7,NM_001349962
MEA1,NM_001318942
ATP5MD,NA
RPS27,NM_001030
RPS23,NM_001025
RPS10,NM_001014
ELOB,NM_007108
RPS15A,NM_001019
SEZ6L2,NM_001114099
EMC6,NM_001014764
NDUFB11,NM_001135998
DCTN3,NM_001281425
RNASEK,NM_001004333
RPL36AL,NM_001001
RPLP1,NM_001003
NDUFB10,NM_004548
WDR77,NM_001317062
SNHG6,NR_002599
TMA7,NM_001329417
RPL24,NM_000986
TOMM5,NM_001001790
RPS13,NM_001017
RPL18A,NM_000980
RPL32,NM_000994
ABRACL,NM_021243
RPS29,NM_001030001
RPL36A,NM_001199972
RPL14,NM_001034996
LAMTOR5,NM_001382293
SNHG8,NR_003584
HAX1,NM_001018837
PSMG3,NM_001134340
TCEAL7,NM_001348258
RPS15,NM_001018
TCIM,NM_020130
RPL30,NM_000989
RPL19,NM_000981
SELENOH,NM_001321335
RPL26,NM_000987
RPS25,NM_001028
NECAB2,NM_001329748
ATP5IF1,NM_016311
RPS28,NM_001031
UQCR10,NM_001003684
CHGB,NM_001819
NCBP2AS2,NM_001355243
RPLP2,NM_001004
BCKDK,NM_001122957
GMPR2,NM_001002000
SNAPC5,NM_001329613
TMEM208,NM_001318217
FGF1,NM_000800
COPS7A,NM_001164093
ATP1B2,NM_001303263
RPL17,NM_000985
RPS21,NM_001024
RPL29,NM_000992
HMGN2,NM_005517
CHCHD2,NM_001320327
SLC32A1,NM_080552
BEX1,NM_018476
MANF,NM_006010
SEC61G,NM_001012456
RPL35,NM_007209
RPS19BP1,NM_194326
NDUFB9,NM_001278645
BEX4,NM_001080425
RPL27A,NM_000990
MRPL51,NM_016497
MRPL40,NM_001318151
RPL37A,NM_000998
RPL10,NM_001256577
RPL18,NM_000979
EEF1B2,NM_001037663
MRPS24,NM_032014
SLIRP,NM_001267863
MRPL57,NM_024026
PET100,NM_001171155
TSPAN31,NM_001330168
CBLN4,NM_080617
FNDC4,NM_022823
NDUFA4,NM_002489
KRTCAP2,NM_173852
RPS26,NM_001029
EMC7,NM_020154
MRPL46,NM_022163
MIEF2,NM_001144900
RPS19,NM_001022
RPL3,NM_000967
RPL39,NM_001000
RBMS2,NM_001414459
TIMM13,NM_012458
DCUN1D3,NM_173475
ST8SIA2,NM_001330416
RPL23A,NM_000984
ENDOG,NM_004435
COX7B,NM_001866
HLA-B,NM_005514
NDUFB2,NM_004546
RPS3A,NM_001006
IFI27L2,NM_032036
DDIT3,NM_001195053
COX7C,NM_001867
POLE4,NM_019896
UBE2S,NM_014501
MCHR1,NM_005297
MRPS34,NM_001300900
HIST3H2A,NA
RAB24,NM_001031677
DUSP4,NM_001394
SLC25A5,NM_001152
BOLA3,NM_001035505
GRINA,NM_000837
RPS18,NM_022551
COX14,NM_001257133
HDDC3,NM_001286451
SET,NM_001122821
TPD52L1,NM_001003395
CCDC85B,NM_006848
NDUFA1,NM_004541
RPS16,NM_001020
POLR2K,NM_005034
ACP2,NM_001131064
DHPS,NM_001206974
DDT,NM_001084392
RPL38,NM_000999
POLR2I,NM_006233
CYCS,NM_018947
FDX2,NM_001031734
IFITM3,NM_021034
RPL7,NM_000971
RPL10A,NM_007104
SNHG7,NM_032887
CRYBG1,NM_001371242
NDUFB3,NM_001257102
PHKG1,NM_001258459
ARL4C,NM_001282431
ATP5MC1,NM_001002027
HES4,NM_001142467
PARD6A,NM_001037281
SURF1,NM_001280787
MC1R,NM_002386
TIMM10,NM_012456
TMEM258,NM_014206
MAP1LC3A,NM_032514
RPL6,NM_000970
TBCC,NM_003192
RPS7,NM_001011
PSMB10,NM_002801
RPL15,NM_001253379
BEX3,NM_001282674
SST,NM_001048
C12orf57,NM_001301834
TMED2,NM_001321445
REX1BD,NM_001100418
TRPC3,NM_001130698
HTR5A,NM_024012
COX7A1,NM_001864
DUSP28,NM_001033575
NAP1L5,NM_153757
HELLPAR,NA
TMEM115,NM_007024
SCRG1,NM_001329597
CAMK2N2,NM_033259
H2AFZ,NA
VIP,NM_003381
ZXDB,NM_007157
TMEM141,NM_032928
TMEM126A,NM_001244735
H3F3B,NA
BEX2,NM_001168399
ALDOC,NM_005165
CCDC178,NM_001105528
TXLNB,NM_153235
RETREG2,NM_001321109
SURF2,NM_001278928
MRPL21,NM_181512
FXYD6,NM_001164831
SSR2,NM_003145
CLGN,NM_001130675
LDHA,NM_001135239
SLC39A7,NM_001077516
RPP25,NM_017793
VGF,NM_003378
ATP6AP2,NM_005765
TSTD1,NM_001113205
ABI3BP,NM_001349329
PGAM1,NM_001317079
SMIM19,NM_001135674
VEGFB,NM_001243733
MCRIP2,NM_001331229
UQCRFS1,NM_006003
BAX,NM_001291428
DBNDD2,NM_001048221
ARMCX6,NM_001009584
ANGPTL1,NM_001376763
MAGEF1,NM_022149
TAF9B,NM_015975
NR2F2,NM_001145155
OXLD1,NM_001039842
COX17,NM_001382002
SLC10A4,NM_152679
CPLX3,NM_001030005
CCN3,NM_002514
APEX1,NM_001244249
TIMM8B,NM_012459
C11orf95,NA
PCBD1,NM_000281
RPSA,NM_001304288
ZNF853,NM_001353546
NXPH2,NM_007226
CFAP54,NM_001306084
RGS16,NM_002928
KBTBD4,NM_001318716
NRIP2,NM_031474
CD81,NM_001297649
PANK4,NM_018216
BEX5,NM_001012978
IGFBP5,NM_000599
DNAJB9,NM_012328
DEXI,NM_014015
ZFAS1,NR_003604
CRIM1-DT,NR_037631
TMEM256,NM_152766
SNHG15,NR_003697
SMDT1,NM_033318
COL5A1,NM_000093
TRAPPC2L,NM_001318524
UQCC3,NM_001085372
TINF2,NM_001099274
RPL12,NM_000976
MED11,NM_001001683
NDUFA7,NM_005001
ANKRD20A4,NA
KBTBD6,NM_152903
TUBGCP4,NM_001286414
OST4,NM_001134693
CYB5R1,NM_016243
SARAF,NM_001284239
PLEKHG3,NM_001308147
ZNF428,NM_182498
R3HCC1,NM_001136108
RRAGA,NM_006570
RSL24D1,NM_016304
SCN2B,NM_004588
DPM3,NM_018973
PRKCD,NM_001316327
ZNF622,NM_033414
TTTY10,NM_139210
NMNAT1,NM_001297778
TMEM203,NM_053045
ATP6V0E2,NM_001100592
PRDM6,NM_001136239
ATP6AP1,NM_001183
SLC39A3,NM_144564
NLGN4Y,NM_001164238
SEPHS2,NM_012248
KAT5,NM_001206833
CENPQ,NM_018132
ARF6,NM_001663
SPDYE2,NM_001031618
RPLP0,NM_001002
SNHG16,NR_038108
SFRP1,NM_003012
PHF23,NM_001284517
MRPS7,NM_015971
ACKR1,NM_001122951
AMPD3,NM_000480
