GENE_SYMBOLS,refseq_ids
ETV5,NM_004454
SPRED2,NM_001128210
ANKRD55,NM_001039935
CRH,NM_000756
DUSP4,NM_001394
CBLN4,NM_080617
SPRY4,NM_001127496
CORT,NM_001302
SLC32A1,NM_080552
PGAM1,NM_001317079
PER2,NM_003894
CAMK2N2,NM_033259
PCP4L1,NM_001102566
VGF,NM_003378
HES4,NM_001142467
TCIM,NM_020130
BTF3,NM_001037637
COPS7A,NM_001164093
SYNC,NM_001161708
PNMA8A,NM_001103149
NCBP2AS2,NM_001355243
HELLPAR,NA
TRIB2,NM_021643
TRPC3,NM_001130698
TCEAL7,NM_001348258
ACP2,NM_001131064
RPS27,NM_001030
CCDC184,NM_001013635
TOMM5,NM_001001790
LAMP5,NM_001199897
TCEAL8,NM_001006684
FNDC4,NM_022823
SNHG32,NM_001040437
SNAPC5,NM_001329613
RPS19BP1,NM_194326
CCN3,NM_002514
CHGB,NM_001819
ANGPTL1,NM_001376763
PRKCD,NM_001316327
IGSF10,NM_001178145
RPS15A,NM_001019
RPL10A,NM_007104
DDIT3,NM_001195053
ABRACL,NM_021243
TRAF3IP2,NM_001164281
UBE2L6,NM_004223
RND3,NM_001254738
RPL36AL,NM_001001
SPDYE21P,NA
PAPSS2,NM_001015880
RPS27A,NM_001135592
MRPS24,NM_032014
SNHG8,NR_003584
FILIP1L,NM_001042459
HLA-A,NM_001242758
SALL2,NM_001291446
PDE5A,NM_001083
SCRG1,NM_001329597
TMEM208,NM_001318217
SST,NM_001048
EMC6,NM_001014764
BCL2L14,NM_001370268
CCDC65,NM_001286957
METAP1D,NM_001322278
P2RY14,NM_001081455
FGF1,NM_000800
RPL26,NM_000987
DDT,NM_001084392
ZPBP,NM_001159878
MCHR1,NM_005297
VIP,NM_003381
SYCE1L,NM_001129979
ARL4D,NM_001661
SNHG19,NR_132114
HEIH,NR_045680
TIMM10,NM_012456
TH2LCRR,NR_132124
SNHG15,NR_003697
PRKD3,NM_005813
SMIM26,NM_001348957
C6orf226,NM_001008739
C12orf40,NM_001031748
SDHAF1,NM_001042631
PKD2L2,NM_001258448
RPS26,NM_001029
ANGPT2,NM_001118887
MYCBP,NM_012333
SPDYE5,NM_001099435
SPDYE2,NM_001031618
SLC3A1,NM_000341
C1orf56,NM_017860
RPA3,NM_002947
ANKUB1,NM_001144960
OXLD1,NM_001039842
CD302,NM_001198763
CFTR,NM_000492
DNPH1,NM_006443
DOCK6,NM_001367830
NEK5,NM_001365552
SPDYE3,NM_001004351
RGS16,NM_002928
C1QTNF7,NM_001135170
RARRES1,NM_002888
TGFB1,NM_000660
MKRN2OS,NM_001195279
P4HA3,NM_001288748
PCDH18,NM_001300828
MAK,NM_001242385
FN1,NM_001306129
HHIP,NM_022475
SLC26A5,NM_001167962
CCDC192,NM_001317938
RTL9,NM_001385449
CA1,NM_001128829
STAG3,NM_001282716
HCRTR2,NM_001384272
APOLD1,NM_001130415
FAM174C,NM_017914
NT5C,NM_001252377
PHKG1,NM_001258459
TRPC7,NM_001167576
HIST3H2A,NA
ST8SIA2,NM_001330416
RPL22L1,NM_001099645
SPDYE1,NM_001378423
LYG2,NM_175735
ACMSD,NM_001307983
MSMO1,NM_001017369
IQUB,NM_001282855
TMEM255A,NM_001104544
LEPR,NM_001003679
SNX31,NM_001363720
ETV4,NM_001079675
SHOC1,NM_001080551
USHBP1,NM_001297703
DOCK5,NM_001322810
TRPM3,NM_001007470
NFE2L3,NM_004289
TARID,NR_109982
HLA-B,NM_005514
B3GNT5,NM_032047
MYH11,NM_001040113
LINGO1,NM_001301186
HIPK4,NM_144685
FKBP5,NM_001145775
PRSS51,XM_047422509
LIPI,NM_001302998
ACSM6,NM_207321
MEIS2,NM_001220482
ADGRG2,NM_001079858
DUOX1,NM_017434
KLRD1,NM_001114396
ARF5,NM_001662
INSIG1,NM_001346590
NMBR,NM_001324307
TCF7,NM_001134851
IL7,NM_000880
TMPRSS11D,NM_004262
TMPRSS11A,NM_001114387
ACAT2,NM_001303253
CLIC5,NM_001114086
LDLR,NM_000527
FOXP2,NM_001172766
CCDC178,NM_001105528
SFRP4,NM_003014
ADCY10,NM_001167749
NPPC,NM_024409
DOCK8,NM_001190458
TMEM191B,NM_001242313
TMEM97,NM_014573
C9orf153,NM_001010907
GPC5,NM_004466
COL6A6,NM_001102608
C8orf88,NM_001190972
RHD,NM_001127691
CARD18,NM_021571
PRKCH,NM_006255
FREM2,NM_207361
TSIX,NR_003255
