GENE_SYMBOLS,refseq_ids
KLHL17,NM_198317
PANK4,NM_018216
SLC25A33,NM_032315
NMNAT1,NM_001297778
CROCC,NM_014675
LRRC42,NM_001256409
MROH7,NM_001039464
NFIA,NM_001134673
NTNG1,NM_001113226
WDR77,NM_001317062
S100A1,NM_006271
KRTCAP2,NM_173852
HCN3,NM_020897
ACKR1,NM_001122951
DUSP12,NM_007240
YOD1,NM_001276320
HHAT,NM_001122834
USH2A,NM_007123
OR2L5,NM_001258284
RDH14,NM_020905
RNF103,NM_001198951
MERTK,NM_006343
ERMN,NM_001009959
WIPF1,NM_001077269
FTCDNL1,NM_001350853
IGFBP5,NM_000599
ANKMY1,NM_001282771
USP19,NM_001199160
TMEM115,NM_007024
CGGBP1,NM_001008390
ABI3BP,NM_001349329
CCDC191,NM_001353766
DBR1,NM_016216
LEKR1,NM_001004316
ZBBX,NM_001199201
PLD1,NM_001130081
ST6GAL1,NM_001353916
HGFAC,NM_001297439
JAKMIP1,NM_001099433
ARL9,NM_001363794
CISD2,NM_001008388
PCDH10,NM_020815
CLGN,NM_001130675
PART1,NM_001039499
RASGRF2,NM_006909
CKMT2,NM_001099735
RGMB,NM_001012761
LCP2,NM_005565
STK10,NM_005990
CDHR2,NM_001171976
RAB24,NM_001031677
RASGEF1C,NM_001031799
PIM1,NM_001243186
MDGA1,NM_153487
MEA1,NM_001318942
RUNX2,NM_001015051
CENPQ,NM_018132
COL21A1,NM_001318751
BACH2,NM_001170794
CRYBG1,NM_001371242
L3MBTL3,NM_001007102
SGK1,NM_001143676
SAMD5,NM_001030060
SMOC2,NM_001166412
SNX8,NM_013321
ZNF853,NM_001353546
NPY,NM_000905
PURB,NM_033224
GTF2IRD1,NM_001199207
SEMA3C,NM_001350120
CDK6,NM_001145306
DNAJB9,NM_012328
HTR5A,NM_024012
FAM66A,NR_026789
EPHX2,NM_001256482
TEX15,NM_001350162
CA3,NM_005181
RIPK2,NM_001375360
TOP1MT,NM_001258446
LRRC14,NM_001272036
CDKN2A,NM_000077
FRMPD1,NM_001371223
GADD45G,NM_006705
ROR2,NM_001318204
CDC14B,NM_001077181
MRPL50,NM_019051
LHX2,NM_004789
NEK6,NM_001145001
WDR34,NA
AK8,NM_001317958
ST8SIA6,NM_001004470
MKX,NM_001242702
PCBD1,NM_000281
ENTPD7,NM_001349962
CUEDC2,NM_024040
RBM20,NM_001134363
FGFR2,NM_000141
SCART1,NM_001033584
IFITM3,NM_021034
NCR3LG1,NM_001009913
RCN1,NM_002901
KBTBD4,NM_001318716
TMEM132A,NM_017870
AHNAK,NM_001346445
C11orf95,NA
AQP11,NM_001363477
MAML2,NM_032427
ZPR1,NM_001317086
HEPN1,NM_001037558
NRIP2,NM_031474
DDX11,NM_001257144
TESPA1,NM_001098815
RBMS2,NM_001414459
TMEM19,NM_018279
ATXN7L3B,NM_001136262
CFAP54,NM_001306084
WDR66,NA
KBTBD6,NM_152903
NRAD1,NR_026955
RUBCNL,NM_001286761
TEX30,NM_001286775
ACOT2,NM_001364177
ENTPD5,NM_001249
ACYP1,NM_001107
FAM81A,NM_152450
CORO2B,NM_001190456
PTPN9,NM_002833
ST8SIA2,NM_001330416
NR2F2,NM_001145155
SYNGR3,NM_004209
ERVK13-1,NM_001012731
ERI2,NM_001142725
DCUN1D3,NM_173475
VWA3A,NM_173615
SCNN1G,NM_001039
LRRC29,NA
TANGO6,NM_024562
MC1R,NM_002386
RPH3AL,NM_001190411
DPH1,NM_001346574
PHF23,NM_001284517
PGAP3,NM_001291726
NBR2,NM_005821
DCAKD,NM_001128631
SLC39A11,NM_001159770
MRPL58,NM_001303265
SNHG16,NR_038108
PIEZO2,NM_001378183
CCDC178,NM_001105528
ASXL3,NM_030632
SYT4,NM_020783
DHPS,NM_001206974
PPP1R14A,NM_001243947
APOE,NM_000041
OPA3,NM_001017989
SHANK1,NM_016148
ZNF134,NM_003435
PCNA,NM_002592
RBM11,NM_001320602
CXADR,NM_001207063
RUNX1,NM_001001890
DGCR6L,NM_033257
PIM3,NM_001001852
TMEM47,NM_031442
ZXDB,NM_007157
MAGT1,NM_001367916
ARMCX6,NM_001009584
TCEAL9,NM_001006612
TCEAL1,NM_001006639
HTR2C,NM_000868
DKC1,NM_001142463
