GENE_SYMBOLS,refseq_ids
PANK4,NM_018216
SLC25A33,NM_032315
FBXO2,NM_012168
CROCC,NM_014675
ZBTB40,NM_001083621
ZNF362,NM_001370212
DLGAP3,NM_001080418
PPIH,NM_001330510
B4GALT2,NM_001005417
AGBL4,NM_001323573
LRRC42,NM_001256409
MROH7,NM_001039464
NFIA,NM_001134673
RPF1,NM_025065
NTNG1,NM_001113226
WDR77,NM_001317062
PIP5K1A,NM_001135636
S100A1,NM_006271
KRTCAP2,NM_173852
FAM78B,NM_001017961
PFKFB2,NM_001018053
USH2A,NM_007123
LEFTY1,NM_020997
RAB4A,NM_001271998
CATSPERE,NM_001130957
PDIA6,NM_001282704
GREB1,NM_014668
RDH14,NM_020905
FANCL,NM_001114636
COMMD1,NM_001321781
TIA1,NM_001351508
ALMS1,NM_001378454
ELMOD3,NM_001135021
USP39,NM_001256725
ANKRD39,NM_016466
ST6GAL2,NM_001142351
MERTK,NM_006343
POLR1B,NM_001137604
THSD7B,NM_001080427
ACVR2A,NM_001278579
ERMN,NM_001009959
TANC1,NM_001145909
ATF2,NM_001256090
FTCDNL1,NM_001350853
IDH1,NM_001282386
IGFBP5,NM_000599
ANKMY1,NM_001282771
ATG7,NM_001136031
THRB-IT1,NA
LARS2,NM_001368263
TMEM115,NM_007024
CGGBP1,NM_001008390
ABI3BP,NM_001349329
ABHD10,NM_001272069
CCDC191,NM_001353766
ITGB5,NM_001354764
DBR1,NM_016216
ZBBX,NM_001199201
SLC7A14,NM_020949
ST6GAL1,NM_001353916
GRK4,NM_001004056
ZBTB49,NM_001330625
LAP3,NM_015907
SMIM20,NM_001145432
SCFD2,NM_152540
BTC,NM_001316963
GPRIN3,NM_198281
CISD2,NM_001008388
CASP6,NM_001226
NDST3,NM_004784
FAT4,NM_001291285
PCDH10,NM_020815
CLGN,NM_001130675
INPP4B,NM_001101669
SAP30,NM_003864
IRF2,NM_002199
C4orf47,NM_001114357
RASGRF2,NM_006909
CKMT2,NM_001099735
ATP6AP1L,NM_001017971
RGMB,NM_001012761
PPARGC1B,NM_001172698
CAMK2A,NM_001363989
CDHR2,NM_001171976
RAB24,NM_001031677
RASGEF1C,NM_001031799
NOL7,NM_001317724
E2F3,NM_001243076
ZNF184,NM_001318891
PIM1,NM_001243186
MDGA1,NM_153487
MEA1,NM_001318942
COL21A1,NM_001318751
UBE2J1,NM_016021
BACH2,NM_001170794
CRYBG1,NM_001371242
OSTM1,NM_014028
WASF1,NM_001024934
EYA4,NM_001301012
PDE7B,NM_018945
PEX7,NM_000288
PLAGL1,NM_001080951
FBXO30,NM_001348092
LATS1,NM_001270519
RGS17,NM_012419
SMOC2,NM_001166412
CYTH3,NM_001367580
ICA1,NM_001136020
FAM221A,NM_001127364
HNRNPA2B1,NM_002137
DDX56,NM_001257189
OGDH,NM_001003941
PURB,NM_033224
CDK6,NM_001145306
RASA4,NM_001079877
FAM185A,NM_001145268
NAMPT,NM_005746
ZNF277,NM_021994
CLEC2L,NM_001080511
HTR5A,NM_024012
PTPRN2,NM_001308267
EPHX2,NM_001256482
FBXO16,NM_001258211
TEX15,NM_001350162
RAB11FIP1,NM_001002233
XKR4,NM_052898
CA3,NM_005181
STK3,NM_001256312
DEPTOR,NM_001283012
UNC13B,NM_001330653
FRMPD1,NM_001371223
FXN,NM_000144
MAMDC2,NM_001347990
ROR2,NM_001318204
MRPL50,NM_019051
PTPN3,NM_001145368
DAB2IP,NM_001395010
LHX2,NM_004789
NEK6,NM_001145001
RALGPS1,NM_001190728
GARNL3,NM_001286779
WDR34,NA
ANKRD16,NM_001009941
DHTKD1,NM_018706
MKX,NM_001242702
HNRNPH3,NM_001322434
PCBD1,NM_000281
CRTAC1,NM_001206528
ENTPD7,NM_001349962
GBF1,NM_001199378
CUEDC2,NM_024040
WBP1L,NM_001083913
RBM20,NM_001134363
CASC2,NM_178816
LHPP,NM_001167880
SCART1,NM_001033584
IFITM3,NM_021034
NCR3LG1,NM_001009913
GAS2,NM_001143830
RCN1,NM_002901
KBTBD4,NM_001318716
TNKS1BP1,NM_033396
TMEM132A,NM_017870
BAD,NM_004322
CHKA,NM_001277
ANO1,NM_001378092
SPCS2,NM_014752
GDPD5,NM_001351167
AQP11,NM_001363477
PANX1,NM_015368
ANKRD49,NM_017704
SESN3,NM_001271594
ARHGAP42,NM_001367945
UBASH3B,NM_001363365
HEPN1,NM_001037558
NRIP2,NM_031474
LMO3,NM_001001395
ETNK1,NM_001039481
SLC38A2,NM_001307936
ASIC1,NM_001095
LETMD1,NM_001024668
ACVR1B,NM_001412774
RBMS2,NM_001414459
NAB2,NM_001330305
TMEM19,NM_018279
ATXN7L3B,NM_001136262
CFAP54,NM_001306084
KSR2,NM_173598
WDR66,NA
KMT5A,NM_001324504
TMEM132D,NM_133448
PUS1,NM_001002019
ATP8A2,NM_001313741
FRY,NM_001411012
PDS5B,NM_015032
SUPT20H,NM_001014286
LACC1,NM_001128303
SLC25A30,NM_001010875
