GENE_SYMBOLS,refseq_ids
DIPK1C,NM_001044369
TRIB1,NM_001282985
ST6GAL2,NM_001142351
GINS3,NM_001126129
HKDC1,NM_025130
ARSF,NM_001201538
HES5,NM_001010926
HES4,NM_001142467
C12orf42,NM_001099336
SLC22A6,NM_004790
IRS2,NM_003749
F11,NM_000128
KLF6,NM_001008490
COL27A1,NM_032161
IGFN1,NM_001164586
TNFRSF11B,NM_002546
NEAT1,NR_002802
CCDC192,NM_001317938
CDH23,NM_001171930
ITM2A,NM_001171581
RSPO3,NM_032784
IL17RB,NM_018725
SEMA5A,NM_003966
TENT5A,NM_017633
PTCSC3,NR_049735
ARHGAP29,NM_001328664
BCL6,NM_001130845
C6orf118,NM_144980
VWA5A,NM_001130142
EGR3,NM_001199880
TARID,NR_109982
APOLD1,NM_001130415
NUPR1,NM_001042483
SLC14A2,NM_001242692
PSG8,NM_001130167
MEI4,NM_001282136
RASGEF1A,NM_001282862
OVCH1,NM_001353179
RNF212B,NM_001282322
KCND3,NM_001378969
NUAK2,NM_030952
PXDC1,NM_183373
CCDC196,NM_001004331
MOB3B,NM_024761
HPN,NM_001375441
FXYD3,NM_001136007
TNC,NM_001410991
EGF,NM_001178130
TRIP10,NM_001288962
CNTNAP3C,XM_011545672
CALCRL,NM_001271751
IFI44L,NM_001375646
SQOR,NM_001271213
HMGA2,NM_001015886
HGF,NM_000601
CYP39A1,NM_001278738
TMCC2,NM_001242925
DSC1,NM_004948
EMP3,NM_001313905
ACER2,NM_001010887
HES1,NM_005524
TMPRSS3,NM_001256317
SMTN,NM_001207017
PTP4A3,NM_007079
SLC5A3,NM_006933
TTLL6,NM_001130918
C1R,NM_001354346
SYTL4,NM_001129896
ADAM33,NM_001282447
BAG3,NM_004281
MRPS6,NM_032476
CASZ1,NM_001039183
COLEC12,NM_030781
DEC1,NA
ST6GAL1,NM_001353916
PRKCQ,NM_001242413
PYCR1,NM_001282279
CHST6,NM_021615
HS3ST3A1,NM_006042
PIM3,NM_001001852
S100A6,NM_014624
FAM89A,NM_198552
CEBPB,NM_001285878
HELB,NM_001370285
UBASH3B,NM_001363365
SLC38A2,NM_001307936
IRAK2,NM_001570
HSPB1,NM_001540
BARD1,NM_000465
PLD5,NM_001195811
MAP3K6,NM_001297609
LIMK2,NM_001031801
HSPA1B,NM_005346
HSPA1A,NM_005345
IFITM3,NM_021034
C1QTNF7,NM_001135170
C1RL,NM_001297640
HIST1H2BD,NA
RAI2,NM_001172732
IL13RA1,NM_001560
TMTC1,NM_001193451
EGR1,NM_001964
SAMD4A,NM_001161576
HSD3B7,NM_001142777
LIPH,NM_139248
SLC22A3,NM_021977
DEPP1,NM_007021
P3H2,NM_001134418
ITPKC,NM_001411098
HS3ST3B1,NM_006041
IL1R1,NM_000877
EBF1,NM_001290360
KLF2,NM_006075
NQO1,NM_000903
FZD9,NM_003508
NFKB2,NM_001077494
UGCG,NM_003358
SERPING1,NM_000062
STK32A,NM_001112724
ZFP36,NM_003407
NOD1,NM_001354849
PROS1,NM_000313
PLSCR1,NM_001363872
NR4A1,NM_001202233
YTHDF1,NM_017798
FAM20C,NM_020223
APOL6,NM_030641
IER5L,NM_203434
OSMR,NM_001168355
SOCS3,NM_001378932
SLC44A3,NM_001114106
HMOX1,NM_002133
HSP90AA1,NM_001017963
NDRG1,NM_001135242
SPATA12,NM_181727
MAP3K14,NM_003954
CPNE8,NM_153634
IFITM2,NM_006435
CDC7,NM_001134419
HAP1,NM_001079870
SAMD11,NM_001385640
SERPINA3,NM_001085
CLIC4,NM_013943
CD44,NM_000610
TFRC,NM_001128148
GADD45A,NM_001199741
LMNB1,NM_001198557
SNX31,NM_001363720
CA1,NM_001128829
EPHA2,NM_001329090
TPST1,NM_003596
EFNA1,NM_004428
SLC39A14,NM_001128431
ACTA2,NM_001141945
CFI,NM_000204
PDZRN4,NM_001164595
CRYAB,NM_001289807
TEKT1,NM_053285
PLCG2,NM_002661
CHI3L1,NM_001276
IQCM,NM_001363507
ADAMTS1,NM_006988
SPRED3,NM_001039616
ETV6,NM_001413913
PML,NM_002675
