GENE_SYMBOLS,refseq_ids
DIPK1C,NM_001044369
C1orf61,NA
OAT,NM_000274
RASL10A,NM_001007279
FGFR3,NM_000142
KNDC1,NM_001347864
PAQR6,NM_001272104
MMD2,NM_001100600
GINS3,NM_001126129
TRIB1,NM_001282985
FAM167A,NM_053279
CIRBP,NM_001280
ATL2,NM_001135673
RPL41,NM_001035267
RPSA,NM_001304288
ACSL6,NM_001009185
ST6GAL2,NM_001142351
PAMR1,NM_001001991
RPL13,NM_000977
IGFN1,NM_001164586
STRIP2,NM_001134336
RPL10A,NM_007104
GRAMD4,NM_001366660
BRINP2,NM_021165
RPS6KA2,NM_001006932
ORMDL1,NM_001128150
KIFC3,NM_001130099
SHANK2,NM_001379226
TTLL4,NM_014640
PIPOX,NM_016518
NXPH3,NM_007225
SLC4A8,NM_001039960
PEX11B,NM_001184795
NKAIN3,NM_001039769
EIF4A2,NM_001967
RPL17,NM_000985
RGS4,NM_001102445
NOTCH1,NM_017617
SLC25A5,NM_001152
RPL7A,NM_000972
FRMD4A,NM_001318336
RPL9,NM_000661
RPS14,NM_001025070
NEDD4,NM_001284338
RPL3,NM_000967
RPS27A,NM_001135592
RPS18,NM_022551
IFT27,NM_001177701
AADAT,NM_001286682
ATP6V1G2,NM_001204078
PARD3,NM_001184785
TMSB10,NM_021103
SNHG6,NR_002599
RPL15,NM_001253379
EMID1,NM_001267895
TMSB4X,NM_021109
RPS3A,NM_001006
HES5,NM_001010926
EPM2A,NM_001018041
RPL10,NM_001256577
ARSF,NM_001201538
SEMA4A,NM_001193300
SNHG32,NM_001040437
SLC22A6,NM_004790
NT5E,NM_001204813
YWHAH,NM_003405
PFN2,NM_002628
AIFM3,NM_001018060
RPS9,NM_001013
ATP2B4,NM_001001396
IRS2,NM_003749
SNAP25,NM_001322902
RPS2,NM_002952
SNHG19,NR_132114
PTCHD1,NM_173495
NKAIN3-IT1,NA
RPL18A,NM_000980
RPS19,NM_001022
MLLT11,NM_006818
PNMA2,NM_007257
ARHGAP26,NM_001135608
C2orf72,NM_001144994
RPL26,NM_000987
ERBIN,NM_001006600
FAU,NM_001997
RPS15,NM_001018
