GENE_SYMBOLS,refseq_ids
GALNT10,NM_017540
SGCE,NM_001099400
PSMD5,NM_001270427
PGBD5,NM_001258311
MSH2,NM_000251
MZT2A,NM_001085365
MYRIP,NM_001284423
FILIP1L,NM_001042459
CLSTN2,NM_022131
KCNMB2,NM_001278911
RPL34,NM_000995
SNHG8,NR_003584
TOMM7,NM_019059
STX1A,NM_001165903
NFIB,NM_001190737
SELENOH,NM_001321335
ADAMTS17,NM_139057
RPS15A,NM_001019
HLF,NM_001330375
RPL17,NM_000985
RPL18,NM_000979
ANKRD36B,NM_001353337
NDUFS6,NM_004553
MRS2,NM_001286264
COL18A1,NM_001379500
ARID5A,NM_001319085
WDR12,NM_001371664
RPSA,NM_001304288
RPL9,NM_000661
RPL10A,NM_007104
PLA2G7,NM_001168357
RPS12,NM_001016
ATRNL1,NM_001276282
FAU,NM_001997
COX14,NM_001257133
RPL21,NM_000982
RPL36AL,NM_001001
RPL7,NM_000971
RPL26,NM_000987
SNRPD1,NM_001291916
TOMM5,NM_001001790
DBP,NM_001352
IL18,NM_001243211
GADD45GIP1,NM_052850
SLC6A6,NM_001134367
PPIB,NM_000942
SNHG1,NR_003098
PDE8B,NM_001029851
BZW2,NM_001159767
RNF19B,NM_001127361
PFDN5,NM_002624
ACOT7,NM_007274
UFSP2,NM_018359
PITHD1,NM_020362
C1orf216,NM_001348691
SLC6A1,NM_001348250
RPS3A,NM_001006
REEP2,NM_001271803
RNF44,NM_014901
RPS18,NM_022551
ATP5MF,NM_001003713
UQCRB,NM_001199975
RPL30,NM_000989
HMGA1P4,NA
C12orf42,NM_001099336
OSGEP,NM_017807
STXBP6,NM_001304476
RPLP1,NM_001003
SH3GL3,NM_001301108
SV2B,NM_001167580
ATP5F1E,NM_006886
BCLAF3,NM_001367774
RPL36A,NM_001199972
ARHGAP19,NM_001204300
CD163L1,NM_001297650
BRCC3,NM_001018055
C11orf87,NM_207645
CAPNS1,NM_001003962
TMSB10,NM_021103
NDUFAF8,NM_001086521
CCZ1,NM_015622
RPS3,NM_001005
RPL11,NM_000975
RPS25,NM_001028
LRIG1,NM_001377344
SNHG6,NR_002599
RPS2,NM_002952
RBMS1,NM_002897
CHST15,NM_001270764
