GENE_SYMBOLS,refseq_ids
IGF1,NM_000618
AZIN2,NM_001293562
NAV2,NM_001111018
FMN1,NM_001103184
CX3CR1,NM_001171171
LTC4S,NM_000897
PRDM11,NM_001256695
NLRC5,NM_001330552
PID1,NM_001100818
TBC1D8,NM_001102426
IL15,NM_000585
PER3,NM_001289861
MS4A6A,NM_001247999
SH3PXD2B,NM_001017995
ABHD3,NM_001308256
CD163,NM_001370145
SYN3,NM_001135774
CD163L1,NM_001297650
OAS1,NM_001032409
STON2,NM_001256430
MAP3K8,NM_001244134
ADAMTS17,NM_139057
NEAT1,NR_002802
JAK3,NM_000215
TBC1D14,NM_001113361
CASP4,NM_001225
DLEU7,NM_001306135
RAB27A,NM_004580
TSHZ3,NM_020856
PRR5,NM_001017528
BST2,NM_004335
PVT1,NR_003367
RNF149,NM_173647
LY96,NM_001195797
DPYD,NM_000110
ERC2,NM_015576
CD93,NM_012072
IKBKE,NM_001193321
RYR2,NM_001035
GPR65,NM_003608
STAB1,NM_015136
APOC1,NM_001321065
RNF175,NM_173662
FAM20A,NM_001243746
ENPP1,NM_006208
GRAMD1A,NM_001136199
HRH2,NM_001131055
NIBAN1,NM_052966
FCER1G,NM_004106
SMIM35,NM_001354434
UBXN2B,NM_001077619
PTPN2,NM_001207013
YBX3,NM_001145426
BCL6,NM_001130845
OLR1,NM_001172632
KIF26B,NM_018012
TMEM163,NM_030923
PLSCR1,NM_001363872
PLAT,NM_000930
LIMK2,NM_001031801
ACSL1,NM_001286708
SLC11A1,NM_000578
HAMP,NM_021175
HIF1A,NM_001243084
IL4R,NM_000418
PIM1,NM_001243186
C17orf67,NM_001085430
XACT,NR_131204
SHOC1,NM_001080551
ZFP36,NM_003407
F13A1,NM_000129
FAM110B,NM_001377989
FLVCR2,NM_001195283
GBP2,NM_004120
PTPN1,NM_001278618
RNF144B,NM_182757
FCGBP,NM_003890
PLAC8,NM_001130715
HSPA1A,NM_005345
THEMIS2,NM_001039477
DLGAP2,NM_001277161
SBNO2,NM_001100122
S100A11,NM_005620
NECTIN2,NM_001042724
SLC25A19,NM_001126121
FAM157C,NR_126161
TNFRSF1B,NM_001066
ADGRE2,NM_001271052
HSPA5,NM_005347
TYMP,NM_001113755
HIST1H2AC,NA
CD83,NM_001040280
HSPA1B,NM_005346
PLTP,NM_001242920
SPP1,NM_000582
CDKN1A,NM_000389
DIRC3,NR_026597
HIVEP1,NM_002114
