GENE_SYMBOLS,refseq_ids
RNF19B,NM_001127361
ARNT,NM_001197325
UNC50,NM_001330353
MZT2A,NM_001085365
WDR12,NM_001371664
FARP2,NM_001282983
GPD1L,NM_015141
FILIP1L,NM_001042459
CLSTN2,NM_022131
RPL9,NM_000661
RPL34,NM_000995
SNHG8,NR_003584
CLPTM1L,NM_030782
NDUFS6,NM_004553
GFM2,NM_001281302
RPL10A,NM_007104
SLC35F1,NM_001029858
RPS12,NM_001016
TOMM7,NM_019059
COPS6,NM_006833
RPL7,NM_000971
RPL30,NM_000989
TOMM5,NM_001001790
ATRNL1,NM_001276282
SELENOH,NM_001321335
SNHG1,NR_003098
FAU,NM_001997
COX14,NM_001257133
PFDN5,NM_002624
PRR13,NM_001005354
DCTN2,NM_001261412
TMEM19,NM_018279
RPL21,NM_000982
RPL36AL,NM_001001
PPIB,NM_000942
RPS15A,NM_001019
RPL26,NM_000987
SNHG29,NM_152350
P4HB,NM_000918
SNRPD1,NM_001291916
RPL17,NM_000985
GADD45GIP1,NM_052850
RPL18,NM_000979
CEP250,NM_001035518
KANTR,NM_001397448
RPS4X,NM_001007
