GENE_SYMBOLS,refseq_ids
ACOT7,NM_007274
EIF2B3,NM_001166588
SYT11,NM_152280
PGBD5,NM_001258311
MSH2,NM_000251
PNPT1,NM_033109
ANXA4,NM_001153
GMCL1,NM_178439
ARID5A,NM_001319085
SAP130,NM_001145928
SCN3A,NM_001081676
UNC80,NM_001371986
SP140L,NM_001308162
SLC6A1,NM_001348250
SLC6A6,NM_001134367
LRRFIP2,NM_001134369
MYRIP,NM_001284423
SUCLG2,NM_001177599
KCNMB2,NM_001278911
MAN2B2,NM_001292038
USP46,NM_001134223
SMARCAD1,NM_001128429
TMEM192,NM_001100389
WDR17,NM_001350727
PDE8B,NM_001029851
DIAPH1,NM_001079812
GALNT10,NM_017540
RACK1,NM_006098
MRS2,NM_001286264
SRSF3,NM_003017
TBPL1,NM_001253676
BZW2,NM_001159767
STX1A,NM_001165903
SGCE,NM_001099400
ASPH,NM_001164750
PMP2,NM_001348381
NFIB,NM_001190737
PSIP1,NM_001128217
UBAP2,NM_001282529
ASTN2,NM_001184734
PSMD5,NM_001270427
PPP6C,NM_001123355
RALGPS1,NM_001190728
GTPBP4,NM_012341
POLR3A,NM_007055
ARHGAP19,NM_001204300
BSCL2,NM_001122955
CAPN1,NM_001198868
DYNC2H1,NM_001080463
IL18,NM_001243211
PRDM10,NM_001367890
LTBR,NM_001270987
SSPN,NM_001135823
NUDT4,NM_001301022
CCDC92,NM_001304957
ALOX5AP,NM_001204406
STXBP6,NM_001304476
CALM1,NM_001166106
TMEM87A,NM_001110503
ADAMTS17,NM_139057
CCP110,NM_001199022
CYB5B,NM_030579
EXOSC6,NM_058219
CYBA,NM_000101
RUNDC3A,NM_001144825
HLF,NM_001330375
CDH2,NM_001308176
ST8SIA3,NM_015879
DNMT1,NM_001130823
DBP,NM_001352
IRF3,NM_001197122
PPP2R1A,NM_001363656
NSFL1C,NM_001206736
TMEM50B,NM_006134
GART,NM_000819
COL18A1,NM_001379500
COMT,NM_000754
SEPTIN3,NM_001363845
