GENE_SYMBOLS,refseq_ids
AZIN2,NM_001293562
IGF1,NM_000618
NAV2,NM_001111018
LTC4S,NM_000897
PRDM11,NM_001256695
CX3CR1,NM_001171171
NLRC5,NM_001330552
PER3,NM_001289861
MS4A6A,NM_001247999
PID1,NM_001100818
TBC1D8,NM_001102426
SH3PXD2B,NM_001017995
IL15,NM_000585
CD163,NM_001370145
BST2,NM_004335
CD163L1,NM_001297650
SYN3,NM_001135774
JAK3,NM_000215
ADAMTS17,NM_139057
PVT1,NR_003367
SPATA6,NM_001286238
MAP3K8,NM_001244134
DPYD,NM_000110
TBC1D14,NM_001113361
RNF149,NM_173647
TSHZ3,NM_020856
CASP4,NM_001225
GPR65,NM_003608
IKBKE,NM_001193321
LY96,NM_001195797
CD93,NM_012072
STAB1,NM_015136
APOC1,NM_001321065
ERC2,NM_015576
YBX3,NM_001145426
SMIM35,NM_001354434
FCER1G,NM_004106
GRAMD1A,NM_001136199
NIBAN1,NM_052966
ACSL1,NM_001286708
RNF175,NM_173662
FAM20A,NM_001243746
FCGBP,NM_003890
PTPN2,NM_001207013
BCL6,NM_001130845
TMEM163,NM_030923
PLSCR1,NM_001363872
HIF1A,NM_001243084
SLC11A1,NM_000578
FAM110B,NM_001377989
RNF144B,NM_182757
GBP2,NM_004120
LIMK2,NM_001031801
S100A11,NM_005620
HAMP,NM_021175
PLAC8,NM_001130715
PIM1,NM_001243186
DLGAP2,NM_001277161
HSPA1A,NM_005345
SHOC1,NM_001080551
HSPA5,NM_005347
ZFP36,NM_003407
F13A1,NM_000129
SLC25A19,NM_001126121
SBNO2,NM_001100122
ADGRE2,NM_001271052
NLGN4Y,NM_001164238
HIST1H2AC,NA
FLVCR2,NM_001195283
FAM157C,NR_126161
HSPA1B,NM_005346
CD83,NM_001040280
PRKY,NM_002760
THEMIS2,NM_001039477
TFRC,NM_001128148
SPP1,NM_000582
TYMP,NM_001113755
USP9Y,NM_004654
PLTP,NM_001242920
CD69,NM_001781
