GENE_SYMBOLS,refseq_ids
LRP8,NM_001018054
ANKRD55,NM_001039935
SPRY4,NM_001127496
RND3,NM_001254738
SPRED1,NM_152594
SHC3,NM_016848
PNMA8A,NM_001103149
ATP6AP1,NM_001183
TIMP2,NM_003255
CAMK2N2,NM_033259
SPRED3,NM_001039616
SPRED2,NM_001128210
PGAM1,NM_001317079
PRPS1,NM_001204402
XBP1,NM_001079539
CCDC184,NM_001013635
TEX15,NM_001350162
SLC32A1,NM_080552
TCEAL7,NM_001348258
TMCC3,NM_001301036
TCIM,NM_020130
ETV5,NM_004454
ALDH1B1,NM_000692
SHC4,NM_203349
LGI2,NM_018176
RGS4,NM_001102445
FGF1,NM_000800
NCBP2AS2,NM_001355243
CBLN4,NM_080617
SALL2,NM_001291446
DUSP4,NM_001394
CYCS,NM_018947
ZNF215,NM_001354853
CRH,NM_000756
RTL6,NM_032287
TRPC7,NM_001167576
SST,NM_001048
TUSC1,NM_001004125
OSTN,NM_198184
TMEM17,NM_198276
BEST3,NM_001282613
C6orf163,NM_001010868
PER2,NM_003894
EEF1AKMT4,NM_032331
PAH,NM_000277
TMEM221,NM_001190844
MAGEL2,NM_019066
AK7,NM_001350888
APOLD1,NM_001130415
MCHR1,NM_005297
LBH,NM_030915
HELLPAR,NA
PCDH18,NM_001300828
TAC1,NM_003182
MEOX2,NM_005924
VGF,NM_003378
IFITM3,NM_021034
ST8SIA2,NM_001330416
BCL2L14,NM_001370268
HCRTR2,NM_001384272
FAM71E1,NA
CCND1,NM_053056
TNFSF9,NM_003811
HIST3H2A,NA
KCTD4,NM_198404
SSTR1,NM_001049
LECT2,NM_002302
ZPBP,NM_001159878
IL18,NM_001243211
CABP7,NM_182527
LMCD1,NM_001278233
CFTR,NM_000492
ROS1,NM_001378891
EVI2B,NM_006495
GAU1,NR_110112
PGLYRP1,NM_005091
EFCAB12,NM_207307
RTL1,NM_001134888
IQUB,NM_001282855
CORT,NM_001302
CCDC196,NM_001004331
ANGPTL1,NM_001376763
SNX31,NM_001363720
ANKRD53,NM_001115116
CBLN1,NM_004352
KCTD14,NM_001282406
ARF5,NM_001662
CYP26A1,NM_000783
SLC3A1,NM_000341
ANGPTL2,NM_012098
C2orf16,NM_032266
SCNN1G,NM_001039
SLC10A1,NM_003049
NAT16,NM_001369694
SERPINE3,NM_001101320
GPR3,NM_005281
C3orf49,NM_001355236
CYP2C18,NM_000772
SLC22A6,NM_004790
SLC18A2,NM_003054
SPDYE1,NM_001378423
PRKD3,NM_005813
PKD2L2,NM_001258448
CHAC2,NM_001008708
HLA-DRA,NM_019111
PP2D1,NM_001252657
SPDYE21P,NA
CCDC178,NM_001105528
SPDYE5,NM_001099435
ACMSD,NM_001307983
EDDM13,NM_001354658
ETV4,NM_001079675
APOBEC4,NM_203454
PDC,NM_002597
MSTN,NM_005259
