GENE_SYMBOLS,refseq_ids
CRH,NM_000756
SELENOH,NM_001321335
COX7A1,NM_001864
TCEAL8,NM_001006684
NCBP2AS2,NM_001355243
HDDC3,NM_001286451
EMC6,NM_001014764
RPS27,NM_001030
CORT,NM_001302
HLA-DRA,NM_019111
FNDC4,NM_022823
SNHG8,NR_003584
TMEM208,NM_001318217
POLR2K,NM_005034
FAU,NM_001997
RPL36AL,NM_001001
RPS15A,NM_001019
DDT,NM_001084392
COX14,NM_001257133
BTF3,NM_001037637
SNHG15,NR_003697
COPS7A,NM_001164093
RPS27A,NM_001135592
DDIT3,NM_001195053
MRPS24,NM_032014
DNPH1,NM_006443
SST,NM_001048
RPS7,NM_001011
RPL26,NM_000987
CBLN4,NM_080617
RPP25,NM_017793
SDHAF1,NM_001042631
RPL3,NM_000967
SLC25A5,NM_001152
RPL17,NM_000985
RPS25,NM_001028
TCEAL7,NM_001348258
IGFBP5,NM_000599
UBE2S,NM_014501
AK7,NM_001350888
SLC32A1,NM_080552
RPL10A,NM_007104
VSIR,NM_022153
ST8SIA2,NM_001330416
MAFF,NM_001161572
KDM7A-DT,NR_024451
RPS19BP1,NM_194326
DUSP4,NM_001394
TGFBR2,NM_001024847
TMEM251,NA
MMRN2,NM_024756
IL17RE,NM_001193380
RPS26,NM_001029
RPL15,NM_001253379
VGF,NM_003378
SCNN1G,NM_001039
C1QB,NM_000491
RPL23A,NM_000984
FGF1,NM_000800
TRBC2,NA
CYCS,NM_018947
SCARNA9,NR_002569
KCNV2,NM_133497
IFITM3,NM_021034
HELLPAR,NA
TNFSF9,NM_003811
HES4,NM_001142467
HEIH,NR_045680
SPDYE2,NM_001031618
TEX15,NM_001350162
CCDC178,NM_001105528
SYNC,NM_001161708
C2orf16,NM_032266
NPIPB6,NM_001282524
NAT16,NM_001369694
ACP2,NM_001131064
FKBP2,NM_001135208
SPRED3,NM_001039616
FAM71E1,NA
